,ID,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster
232,9329,Pilha 01 - P1C3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'15.285'',-39°51'59.529'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
233,9824,PILHA11 - P11C4,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'40.319'',-39°52'44.461'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
234,8907,Barragem MCSA,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'04.100'',-39°49'35.700'',Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,0.0,2.0,0
235,9656,PILHA 01 - PIC17,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'05.515'',-39°51'50.083'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
236,9659,PILHA 06 - P6C5,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'51.023'',-39°52'23.458'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
237,9782,Pilha 07 - P7C2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'32.228'',-39°52'21.723'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
238,9815,PILHA 11 - P11C1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'39.164'',-39°52'49.306'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
239,9816,PILHA 11 - P11C2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'43.578'',-39°52'49.792'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
240,9823,PILHA11 - P11C3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'48.506'',-39°52'47.816'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
241,9498,PILHA 05 - P5C09,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'47.508'',-39°51'58.329'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
242,9506,PILHA 01 - PIC1A,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'11.988'',-39°51'41.684'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
243,9512,PILHASUL - PCS1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'25.841'',-39°52'15.247'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
244,9513,PILHASUL - PCS2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'22.213'',-39°52'17.975'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
245,9514,PILHASUL - PCS3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'22.580'',-39°52'15.711'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
246,9655,PILHA 01 - PIC16,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'04.554'',-39°51'53.992'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
247,9454,PILHA07-C1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'33.556'',-39°52'17.827'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
248,9455,PILHA05-XC03,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'29.629'',-39°51'53.877'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
249,9465,PILHA 06 - P6C3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'41.710'',-39°52'20.319'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
250,9494,PILHA 01 - P1C14,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'25.092'',-39°51'56.548'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
251,9496,PILHA 05 - P5C07,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'52.640'',-39°52'01.811'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
252,9497,PILHA 05 - P5C08,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'39.158'',-39°52'04.348'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
253,9442,P6C02,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'44.626'',-39°52'17.061'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
254,9449,PILHA01-C10,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'09.377'',-39°51'57.949'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
255,9450,PILHA01-C11,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'12.571'',-39°51'49.114'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
256,9451,PILHA01-C12,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'13.533'',-39°51'41.922'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
257,9452,PILHA01-C13,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'22.936'',-39°51'53.774'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
258,9453,PILHA05-C06,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'42.222'',-39°51'47.635'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
259,9343,Pilha 05 - P5XC2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'32.341'',-39°51'54.787'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
260,9344,BARAÚNA - PBC1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'31.400'',-39°52'09.937'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
261,9345,BARAÚNA - PBC2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'29.492'',-39°52'17.263'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
262,9346,BARAÚNA - PBC3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'28.070'',-39°52'20.060'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
263,9440,P6C4,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'36.998'',-39°52'12.550'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
264,9441,P6C01,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'41.556'',-39°52'12.241'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
265,9337,Pilha 05 - P5C1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'46.158'',-39°51'54.612'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
266,9338,Pilha 05 - P5C2,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'36.688'',-39°52'05.408'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
267,9339,Pilha 05 - P5C3,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'48.573'',-39°51'51.266'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
268,9340,Pilha 05 - P5C4,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'30.737'',-39°52'08.101'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
269,9341,Pilha 05 - P5C5,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'43.946'',-39°52'07.752'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
270,9342,Pilha 05 - XC1,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°52'37.962'',-39°51'52.340'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
271,9330,Pilha 01 - P1C4,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'19.659'',-39°52'02.121'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
272,9331,Pilha 01 - P1C5,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'07.668'',-39°51'48.038'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
273,9332,Pilha 01 - P1C6,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'11.005'',-39°51'53.799'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
274,9333,Pilha 01 - P1C7,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'19.270'',-39°51'54.399'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
275,9334,Pilha 01 - P1C8,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'26.408'',-39°51'48.095'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
276,9335,Pilha 01 - P1C9,MINERACAO CARAIBA S/A,42509257000113,BA,JAGUARARI,-09°51'20.905'',-39°51'45.971'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4
277,10073,BARRAGEM 03,SAMACA FERROS LTDA,16682218000103,BA,MAIQUINIQUE,-15°47'18.000'',-40°19'23.000'',Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Sim,2.0,0.0,3
278,8820,Barragem 01,SAMACA FERROS LTDA,16682218000103,BA,MAIQUINIQUE,-15°46'38.400'',-40°19'20.400'',Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
279,8821,Barragem 02,SAMACA FERROS LTDA,16682218000103,BA,MAIQUINIQUE,-15°46'42.000'',-40°19'04.200'',Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
280,9988,DIQUE 2,SAMACA FERROS LTDA,16682218000103,BA,MAIQUINIQUE,-15°46'49.250'',-40°18'51.950'',Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
281,10256,Bacia de Rejeito Não Magnético 06,LARGO VANADIO DE MARACAS S.A,15191786000149,BA,MARACÁS,-13°69'40.142'',-40°68'93.806'',Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
282,8723,Barragem de rejeito não magnético 02,LARGO VANADIO DE MARACAS S.A,15191786000149,BA,MARACÁS,-13°41'12.251'',-40°41'29.982'',Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
283,8724,Barragem de rejeito não magnético 03,LARGO VANADIO DE MARACAS S.A,15191786000149,BA,MARACÁS,-13°41'14.100'',-40°41'20.900'',Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
284,9383,Barragem de Rejeito Não Magnético 04,LARGO VANADIO DE MARACAS S.A,15191786000149,BA,MARACÁS,-13°41'23.770'',-40°41'29.300'',Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
285,8253,BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BII,MAGNESITA MINERACAO S.A.,00592603000120,BA,SANTALUZ,-11°15'37.010'',-39°21'27.220'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
286,8254,BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BIII ,MAGNESITA MINERACAO S.A.,00592603000120,BA,SANTALUZ,-11°15'37.870'',-39°21'27.200'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
287,8255,BARRAGEM USINA SANTALUZ BENEFICIAMENTO BI,MAGNESITA MINERACAO S.A.,00592603000120,BA,SANTALUZ,-11°15'36.320'',-39°21'27.300'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
288,8182,BARRAGEM DE FLOTAÇÃO,SANTA LUZ DESENVOLVIMENTO MINERAL LTDA,22103965000142,BA,SANTALUZ,-11°00'12.400'',-39°17'13.300'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
289,8183,BARRAGEM DE LIXIVIAÇÃO,SANTA LUZ DESENVOLVIMENTO MINERAL LTDA,22103965000142,BA,SANTALUZ,-11°00'13.100'',-39°18'03.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0
290,8300,TANQUE DE DECANTAÇÃO,PEDREIRAS BAHIA LTDA,34089417000194,BA,SIMÕES FILHO,-12°51'24.400'',-38°24'15.900'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
291,8721,Barragem Santa Helena,COMPANHIA BRASILEIRA DE BENTONITA LTDA,04885978000139,BA,VITÓRIA DA CONQUISTA,-14°48'40.373'',-41°00'17.917'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
292,8743,SANTO ANTÔNIO,"NIKI MINERACAO, COMERCIO E EXPORTACAO LTDA.",08667139000103,MG,ANTÔNIO DIAS,-19°32'43.650'',-43°01'51.370'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
293,9430,Barragem B1,MINERACAO POSITIVA LTDA EM,16800211000149,MG,ANTÔNIO DIAS,-19°32'59.900'',-43°01'20.100'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
294,9431,Barragem B3,MINERACAO POSITIVA LTDA EM,16800211000149,MG,ANTÔNIO DIAS,-19°32'51.300'',-43°01'17.500'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
295,8626,Barragem 1,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,17806779000130,MG,ARAXÁ,-19°39'35.000'',-46°55'37.000'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
296,9360,Dique dos Búfalos,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°40'24.340'',-46°58'19.196'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
297,9477,Dique dos Borges,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°39'11.977'',-46°57'22.312'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
298,8502,Barragem A,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°38'59.000'',-46°56'46.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
299,8506,Barragem A0,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°36'39.006'',-47°01'45.717'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
300,8511,Barragem B1/B4,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°38'01.000'',-46°59'47.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
301,9369,Barragem B6,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°36'39.621'',-47°00'46.252'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
302,8495,Barragem E,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°39'00.734'',-46°57'08.359'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
303,8501,Barragem F,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°39'15.000'',-46°57'11.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
304,8500,Barragem B2,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°38'28.870'',-46°58'25.859'',Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3
305,8496,Barragem B5,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19°37'01.000'',-47°01'16.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
306,8627,Barragem da Mina II,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,17806779000130,MG,ARAXÁ,-19°39'25.200'',-46°56'24.650'',Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3
307,8219,Barragem 03,CSN CIMENTOS S.A.,38282487000115,MG,ARCOS,-20°18'48.380'',-45°34'38.840'',Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
308,8218,Barragem 02,CSN CIMENTOS S.A.,38282487000115,MG,ARCOS,-20°18'59.620'',-45°34'59.380'',Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
309,8381,2,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°58'24.601'',-43°36'13.419'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
310,8383,A - PDE Nordeste,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°56'55.421'',-43°35'12.119'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
311,8385,C - PDE Nordeste,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°56'18.423'',-43°35'01.717'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
312,8386,Fazendinha,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°58'18.219'',-43°36'29.024'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
314,8389,Sul Superior,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°58'12.632'',-43°35'48.721'',Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 3,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2
315,8373,Norte/Laranjeiras,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°50'54.032'',-43°25'18.194'',Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0
316,9474,Barragem Torto,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19°51'04.850'',-43°24'49.570'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
317,9091,Bacia 01,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°47'05.000'',-43°11'31.300'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
318,9092,Bacia 07,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°46'59.200'',-43°10'59.200'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
319,9093,Bacia 08,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°47'05.900'',-43°10'48.600'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
320,9094,Bacia 09,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°46'37.840'',-43°11'21.930'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
321,9095,Bacia 15,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°46'34.733'',-43°11'27.772'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
322,9096,Bacia 16,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°47'09.952'',-43°10'22.069'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
323,9097,Bacia 17,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19°47'01.777'',-43°09'54.766'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
324,8280,BARRAGEM DE CONTENÇÃO DE ÁGUAS PLUVIAIS-DIQUE D-03,SICAL INDUSTRIAL LTDA.,19416627000156,MG,BELO HORIZONTE,-20°01'31.010'',-44°00'48.700'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
325,8305,Marés I,VALE S.A.,33592510000154,MG,BELO VALE,-20°25'31.000'',-43°55'40.300'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
